100,0.596
200,0.729
300,1.383
400,2.295
500,3.254
600,3.536
700,4.055
800,4.574
900,5.092
1000,5.61
1100,6.113
1200,6.58
1300,7.09
1400,7.6
1500,8.112
1600,8.625
1700,9.139
1800,9.65
1900,10.166
2000,10.683
